,_id,page_url,title,domain_tags,primary_domain,score
484,5f1bb9ac896f82cdbda6150a,/entries/twotruths-india/,The Theory of Two Truths in India,"Indian Philosophy,Metaphysics,Epistemology",Indian Philosophy,2.502069787
506,5f1bb34f896f82cdbda6111f,/entries/game-theory/,Game Theory,Philosophy of Economics,Philosophy of Economics,2.502193053
1105,5f1bb936896f82cdbda614c0,/entries/structural-realism/,Structural Realism,"Metaphysics,Philosophy of Physics",Metaphysics,2.502416735
4,5f1bb1ce896f82cdbda61041,/entries/dialectical-school/,Dialectical School,Logic,Logic,2.50329134
29,5f1bb69f896f82cdbda61342,/entries/paradox-skolem/,Skolem’s Paradox,Logic,Logic,2.503932754
648,5f1bb752896f82cdbda613a5,/entries/pragmatics/,Pragmatics,Philosophy of Language,Philosophy of Language,2.504085294
276,5f1bb89e896f82cdbda61462,/entries/scientific-underdetermination/,Underdetermination of Scientific Theory,"Philosophy of Science,Epistemology",Philosophy of Science,2.504200569
933,5f1bb1c2896f82cdbda61039,/entries/determinate-determinables/,Determinables and Determinates,Metaphysics,Metaphysics,2.504601725
413,5f1bb0a4896f82cdbda60fa5,/entries/chisholm/,Roderick Chisholm,"Thinker, Epistemology, Metaphysics",Thinker,2.505124196
1096,5f1bba19896f82cdbda6154e,/entries/zombies/,Zombies,Philosophy of Mind,Philosophy of Mind,2.505731636
1347,5f1bb072896f82cdbda60f89,/entries/causation-backwards/,Backward Causation,Metaphysics,Metaphysics,2.506109982
1136,5f1bafb6896f82cdbda60f27,/entries/aristotle/,Aristotle,"Thinker,Logic,Metaphysics,Ethics,Social and Political Philosophy,Aesthetics and Philosophy of Art",Thinker,2.506352938
1318,5f1bb6fc896f82cdbda61373,/entries/philosophy-mathematics/,Philosophy of Mathematics,Philosophy of Mathematics,Philosophy of Mathematics,2.507085882
1118,5f1bb9ed896f82cdbda61531,/entries/william-champeaux/,William of Champeaux,Thinker,Thinker,2.509046937
486,5f1bb5ce896f82cdbda612cb,/entries/modality-medieval/,Medieval Theories of Modality,Metaphysics,Metaphysics,2.50954298
499,5f1bb5c8896f82cdbda612c6,/entries/mill/,John Stuart Mill,"Thinker,Social and Political Philosophy,Ethics",Thinker,2.509794231
568,5f1bb029896f82cdbda60f64,/entries/bosanquet/,Bernard Bosanquet,"Thinker, Metaphysics",Thinker,2.510547868
1014,5f1bb4cc896f82cdbda61213,/entries/lefevre-etaples/,Jacques Lefèvre d’Étaples,Thinker,Thinker,2.511489772
500,5f1bb7f2896f82cdbda613fc,/entries/rationality-historicist/,Historicist Theories of Scientific Rationality,Philosophy of Science,Philosophy of Science,2.511617585
1195,5f1bb638896f82cdbda61309,/entries/necessary-sufficient/,Necessary and Sufficient Conditions,Logic,Logic,2.511741701
141,5f1bb342896f82cdbda61118,/entries/future-contingents/,Future Contingents,"Logic,Metaphysics",Logic,2.512763315
259,5f1bb947896f82cdbda614cb,/entries/supervenience/,Supervenience,Philosophy of Science,Philosophy of Science,2.512920043
205,5f1bb52e896f82cdbda61255,/entries/logic-india/,Logic in Classical Indian Philosophy,"Indian Philosophy,Logic",Indian Philosophy,2.514825602
1098,5f1bba10896f82cdbda61549,/entries/zabarella/,Giacomo Zabarella,"Thinker, Logic",Thinker,2.522656647
968,5f1bb323896f82cdbda61104,/entries/frame-problem/,The Frame Problem,"Philosophy of Computer Science,Logic",Philosophy of Computer Science,2.52290193
1505,5f1bb643896f82cdbda61310,/entries/neurath/,Otto Neurath,"Thinker,Philosophy of Science",Thinker,2.523511433
1419,5f1bb9fe896f82cdbda6153c,/entries/wittgenstein/,Ludwig Wittgenstein,"Thinker,Logic,Philosophy of Language, Philosophy of Mathematics",Thinker,2.525029839
860,5f1bb4fe896f82cdbda61237,/entries/llull/,Ramon Llull,"Thinker,Philosophy of Religion",Thinker,2.530008582
1381,5f1bb861896f82cdbda6143c,/entries/russell-paradox/,Russell’s Paradox,"Thinker,Logic",Logic,2.530426542
471,5f1bb1d6896f82cdbda61047,/entries/diodorus-cronus/,Diodorus Cronus,"Thinker,Logic",Thinker,2.534796278
474,5f1bb79f896f82cdbda613cc,/entries/psychologism/,Psychologism,Philosophy of Mind,Philosophy of Mind,2.537487972
254,5f1bb9f1896f82cdbda61534,/entries/william-sherwood/,William of Sherwood,"Thinker, Logic",Thinker,2.542193683
807,5f1bb5fb896f82cdbda612e8,/entries/moral-luck/,Moral Luck,Ethics,Ethics,2.563628223
337,5f1bb494896f82cdbda611e9,/entries/kant-science/,Kant’s Philosophy of Science,"Thinker,Philosophy of Science",Philosophy of Science,2.563828217
893,5f1baff0896f82cdbda60f46,/entries/beardsley-aesthetics/,Beardsley’s Aesthetics,"Thinker,Aesthetics and Philosophy of Art",Aesthetics and Philosophy of Art,2.565387789
956,5f1bb3ef896f82cdbda61177,/entries/iamblichus/,Iamblichus,"Thinker,Metaphysics",Thinker,2.594991521
463,5f1bb4d0896f82cdbda61216,/entries/legal-positivism/,Legal Positivism,Philosophy of Law,Philosophy of Law,2.595620828
148,5f1bb529896f82cdbda61252,/entries/logic-higher-order/,Second-order and Higher-order Logic,Logic,Logic,2.597610774
1504,5f1bb1ed896f82cdbda61054,/entries/divine-hiddenness/,Hiddenness of God,Philosophy of Religion,Philosophy of Religion,2.6116348
1216,5f7678ce038c9c30f7846900,/entries/causation-physics/,Causation in Physics,"Philosophy of Physics,Metaphysics",Philosophy of Physics,2.622599633
90,5f1bb82b896f82cdbda6141c,/entries/reliabilism/,Reliabilist Epistemology,Epistemology,Epistemology,2.625870498
364,5f1bb331896f82cdbda6110e,/entries/freewill/,Free Will,Philosophy of Mind,Philosophy of Mind,2.625995053
92,5f1baf1b896f82cdbda60ec9,/entries/action/,Action,Philosophy of Mind,Philosophy of Mind,2.626274478
993,5f1bb058896f82cdbda60f79,/entries/byzantine-philosophy/,Byzantine Philosophy,Metaphysics,Metaphysics,2.630252271
616,5f1bb5ac896f82cdbda612b1,/entries/meinong/,Alexius Meinong,"Thinker,Metaphysics,Epistomology,Philosophy of Language",Thinker,2.636085295
735,5f1bb9e5896f82cdbda6152c,/entries/whewell/,William Whewell,"Thinker, Philosophy of Science",Thinker,2.636195006
1380,5f1bb67d896f82cdbda61333,/entries/operationalism/,Operationalism,Philosophy of Physics,Philosophy of Physics,2.636678755
1469,5f1bb735896f82cdbda61394,/entries/poincare/,Henri Poincaré,"Thinker,Philosophy of Mathematics,Philosophy of Physics",Thinker,2.637562826
1547,5f1bb51a896f82cdbda6124a,/entries/logic-dependence/,Dependence Logic,Logic,Logic,2.640494821
77,5f1bb01d896f82cdbda60f5d,/entries/boethius/,Anicius Manlius Severinus Boethius,"Thinker,Logic",Thinker,2.662893252
1402,5f7678c0038c9c30f78468e9,/entries/albalag/,Isaac Albalag,"Thinker,Jewish Philosophy",Thinker,2.673861866
551,5f1bb991896f82cdbda614f9,/entries/truth-coherence/,The Coherence Theory of Truth,Epistemology,Epistemology,2.677526596
243,5f1bb11b896f82cdbda60fe4,/entries/consciousness/,Consciousness,"Philosophy of Mind,Philosophy of Biology",Philosophy of Mind,2.680787068
238,5f1bb07f896f82cdbda60f8f,/entries/causation-probabilistic/,Probabilistic Causation,"Metaphysics, Philosophy of Mathematics, Philosophy of Science",Metaphysics,2.680920845
526,5f1bb88e896f82cdbda61458,/entries/scientific-explanation/,Scientific Explanation,Philosophy of Science,Philosophy of Science,2.684470907
161,5f1bb27b896f82cdbda6109e,/entries/eternity/,Eternity in Christian Thought,Philosophy of Religion,Philosophy of Religion,2.689163279
997,5f1bb48f896f82cdbda611e5,/entries/kant-mind/,Kant’s View of the Mind and Consciousness of Self,"Thinker,Philosophy of Mind",Philosophy of Mind,2.68924734
1283,5f1bb868896f82cdbda61441,/entries/saantarak-sita/,Śāntarakṣita,"Thinker,Indian Philosophy",Thinker,2.690691869
1331,5f1bb5c3896f82cdbda612c2,/entries/metaphysics/,Metaphysics,Metaphysics,Metaphysics,2.690769901
310,5f1bb8d8896f82cdbda61487,/entries/skepticism-content-externalism/,Skepticism and Content Externalism,"Metaphysics,Epistemology",Metaphysics,2.69119957
1193,5f1bb836896f82cdbda61422,/entries/religious-language/,Religious Language,"Philosophy of Religion,Philosophy of Language",Philosophy of Religion,2.69316671
236,5f1bb8fd896f82cdbda6149c,/entries/sorites-paradox/,Sorites Paradox,"Logic,Philosophy of Language",Logic,2.697800062
1255,5f1bb3b5896f82cdbda61159,/entries/heraclitus/,Heraclitus,"Thinker,Metaphysics",Thinker,2.699482616
398,5f1bb748896f82cdbda6139f,/entries/possible-worlds/,Possible Worlds,"Metaphysics,Logic",Metaphysics,2.70067057
70,5f1bb315896f82cdbda610fc,/entries/folkpsych-simulation/,Folk Psychology as Mental Simulation,Philosophy of Mind,Philosophy of Mind,2.704361375
567,5f1bb9e7896f82cdbda6152d,/entries/whitehead/,Alfred North Whitehead,"Thinker,Logic,Philosophy of Mathematics,Metaphysics",Thinker,2.708778739
859,5f1bb648896f82cdbda61314,/entries/newton-philosophy/,Newton’s Philosophy,"Thinker,Philosophy of Physics",Philosophy of Physics,2.712060931
1373,5f1bb378896f82cdbda61137,/entries/goedel/,Kurt Gödel,"Thinker,Philosophy of Mathematics,Logic",Thinker,2.71337027
1259,5f1bb92d896f82cdbda614ba,/entries/stein/,Edith Stein,"Thinker,Continental Philosophy",Thinker,2.71827595
379,5f1bb281896f82cdbda610a2,/entries/ethics-chinese/,Chinese Ethics,"Chinese Philosophy,Ethics",Chinese Philosophy,2.719384787
765,5f1bb112896f82cdbda60fdf,/entries/consciousness-intentionality/,Consciousness and Intentionality,"Philosophy of Mind,Continental Philosophy",Philosophy of Mind,2.719525081
613,5f1bb579896f82cdbda61288,/entries/malebranche-ideas/,Malebranche’s Theory of Ideas and Vision in God,"Thinker,Philosophy of Religion",Philosophy of Religion,2.720412193
367,5f1bb600896f82cdbda612eb,/entries/moral-particularism-generalism/,Moral Particularism and Moral Generalism,Ethics,Ethics,2.720716537
849,5f1bb626896f82cdbda612ff,/entries/natural-kinds/,Natural Kinds,Metaphysics,Metaphysics,2.720754212
1272,5f1bb18e896f82cdbda6101d,/entries/decision-theory-descriptive/,Descriptive Decision Theory,Philosophy of Economics,Philosophy of Economics,2.720904475
1171,5f1bb692896f82cdbda6133a,/entries/other-minds/,Other Minds,Philosophy of Mind,Philosophy of Mind,2.721700065
559,5f1bb7e4896f82cdbda613f4,/entries/quine/,Willard Van Orman Quine,"Thinker, Logic",Thinker,2.727054012
617,5f1bb4e3896f82cdbda61223,/entries/leibniz-modal/,Leibniz’s Modal Metaphysics,"Thinker,Metaphysics",Metaphysics,2.728818741
598,5f1bb964896f82cdbda614de,/entries/theoretical-terms-science/,Theoretical Terms in Science,Philosophy of Science,Philosophy of Science,2.730381691
1459,5f1bba09896f82cdbda61544,/entries/wyclif/,John Wyclif,"Thinker,Logic,Metaphysics",Thinker,2.734121769
555,5f1bb4a4896f82cdbda611f5,/entries/knowledge-analysis/,The Analysis of Knowledge,Epistemology,Epistemology,2.735256795
820,5f1bba17896f82cdbda6154d,/entries/zhuangzi/,Zhuangzi,"Thinker,Chinese Philosophy",Thinker,2.735550703
44,5f1bb472896f82cdbda611cf,/entries/justep-intext/,Internalist vs. Externalist Conceptions of Epistemic Justification,Epistemology,Epistemology,2.737239561
489,5f1bb687896f82cdbda61334,/entries/ordinary-objects/,Ordinary Objects,Metaphysics,Metaphysics,2.737531854
192,5f1bb48e896f82cdbda611e4,/entries/kant-metaphysics/,Kant’s Critique of Metaphysics,"Thinker,Metaphysics",Metaphysics,2.741065182
934,5f1bb894896f82cdbda6145c,/entries/scientific-progress/,Scientific Progress,Philosophy of Science,Philosophy of Science,2.742809014
1561,5f1bb592896f82cdbda6129c,/entries/mathematics-explanation/,Explanation in Mathematics,Philosophy of Mathematics,Philosophy of Mathematics,2.744624652
1372,5f1bb6a2896f82cdbda61343,/entries/paradox-stpetersburg/,The St. Petersburg Paradox,Philosophy of Mathematics,Philosophy of Mathematics,2.747293857
1410,5f1bafb5896f82cdbda60f26,/entries/aristotle-rhetoric/,Aristotle’s Rhetoric,"Thinker,Logic",Logic,2.748020841
1297,5f1bb73d896f82cdbda61399,/entries/popper/,Karl Popper,"Thinker,Philosophy of Science,Social and Political Philosophy",Thinker,2.749073902
885,5f1bb7e0896f82cdbda613f2,/entries/questions/,Questions,Philosophy of Language,Philosophy of Language,2.750365783
191,5f1bb983896f82cdbda614f1,/entries/transcendental-arguments/,Transcendental Arguments,Metaphysics,Metaphysics,2.750617014
1231,5f1bba06896f82cdbda61542,/entries/wright/,Chauncey Wright,"Thinker, Philosophy of Science",Thinker,2.750889966
86,5f1bb5e1896f82cdbda612d8,/entries/monism/,Monism,Metaphysics,Metaphysics,2.750954098
1218,5f1bb878896f82cdbda6144b,/entries/schleiermacher/,Friedrich Daniel Ernst Schleiermacher,"Thinker, Philosophy of Religion, Philosophy of Language",Thinker,2.75098158
1142,5f1bb489896f82cdbda611e0,/entries/kant-hume-morality/,Kant and Hume on Morality,"Thinker,Ethics",Ethics,2.751160193
1044,5f1bb3ff896f82cdbda61182,/entries/idealism/,Idealism,Metaphysics,Metaphysics,2.751580082
795,5f1bb72c896f82cdbda6138e,/entries/platonism/,Platonism in Metaphysics,Metaphysics,Metaphysics,2.751721293
182,5f1bb9b9896f82cdbda61512,/entries/universals-medieval/,The Medieval Problem of Universals,Metaphysics,Metaphysics,2.752408636
1181,5f1bb0bd896f82cdbda60fb3,/entries/cognition-animal/,Animal Cognition,"Philosophy of Mind,Philosophy of Biology",Philosophy of Mind,2.752440946
1487,5f1bb5c2896f82cdbda612c1,/entries/metaphysics-massexpress/,The Metaphysics of Mass Expressions,Metaphysics,Metaphysics,2.753296569
721,5f1bb723896f82cdbda61389,/entries/plato-theaetetus/,Plato on Knowledge in the Theaetetus,Thinker,Epistemology,2.753327583
270,5f1bb703896f82cdbda61376,/entries/physicalism/,Physicalism,"Metaphysics,Philosophy of Physics",Metaphysics,2.754167808
1163,5f1bb66b896f82cdbda6132a,/entries/occasionalism/,Occasionalism,Metaphysics,Metaphysics,2.754215434
1153,5f1bb508896f82cdbda6123f,/entries/logic-action/,The Logic of Action,"Philosophy of Mind,Metaphysics",Philosophy of Mind,2.75425656
229,5f1bb138896f82cdbda60ff4,/entries/continuity/,Continuity and Infinitesimals,Philosophy of Mathematics,Philosophy of Mathematics,2.755287807
116,5f1bb946896f82cdbda614ca,/entries/supervenience-ethics/,Supervenience in Ethics,Ethics,Ethics,2.755291622
359,5f1bb6e0896f82cdbda61363,/entries/peter-spain/,Peter of Spain,Thinker,Thinker,2.761618874
223,5f1bb89f896f82cdbda61463,/entries/scientific-unity/,The Unity of Science,Philosophy of Science,Philosophy of Science,2.762635189
583,5f1bb034896f82cdbda60f6b,/entries/brentano-judgement/,Brentano’s Theory of Judgement,"Thinker,Philosophy of Mind,Continental Philosophy",Philosophy of Mind,2.763302259
1284,5f1bb98f896f82cdbda614f8,/entries/truth-axiomatic/,Axiomatic Theories of Truth,"Epistemology,Logic",Epistemology,2.766291514
1379,5f1bb2bd896f82cdbda610c3,/entries/fatalism/,Fatalism,Metaphysics,Metaphysics,2.771810682
291,5f1bb54c896f82cdbda61267,/entries/logic-probability/,Logic and Probability,"Logic,Philosophy of Mathematics",Logic,2.777260653
623,5f1bb0dc896f82cdbda60fc3,/entries/compositionality/,Compositionality,Philosophy of Language,Philosophy of Language,2.78299042
117,5f1bb5bf896f82cdbda612bf,/entries/metaethics/,Metaethics,Ethics,Ethics,2.783966404
962,5f1bb6a7896f82cdbda61346,/entries/paradoxes-contemporary-logic/,Paradoxes and Contemporary Logic,Logic,Logic,2.784924581
187,5f1bb66a896f82cdbda61329,/entries/obligationes/,Medieval Theories of Obligationes,Logic,Logic,2.797860358
916,5f1bb265896f82cdbda61091,/entries/epistemology-visual-thinking/,The Epistemology of Visual Thinking in Mathematics,"Epistemology,Philosophy of Mathematics",Epistemology,2.81214594
368,5f1bb775896f82cdbda613b8,/entries/process-theism/,Process Theism,Philosophy of Religion,Philosophy of Religion,2.814530366
805,5f1bb649896f82cdbda61315,/entries/newton-principia/,Newton’s Philosophiae Naturalis Principia Mathematica,"Thinker,Philosophy of Physics",Philosophy of Physics,2.814644512
1097,5f1bb1e4896f82cdbda6104f,/entries/discourse-representation-theory/,Discourse Representation Theory,Philosophy of Language,Philosophy of Language,2.815937273
561,5f1bb60e896f82cdbda612f2,/entries/moral-sentimentalism/,Moral Sentimentalism,Ethics,Ethics,2.829411305
1091,5f1bb4c2896f82cdbda6120b,/entries/law-interpretivist/,Legal Interpretivism,Philosophy of Law,Philosophy of Law,2.830413672
789,5f1bb7b6896f82cdbda613d9,/entries/qm-consistent-histories/,The Consistent Histories Approach to Quantum Mechanics,Philosophy of Physics,Philosophy of Physics,2.832798393
268,5f1bb59e896f82cdbda612a6,/entries/measurement-science/,Measurement in Science,Philosophy of Science,Philosophy of Science,2.837714601
543,5f1bb96d896f82cdbda614e4,/entries/thought-experiment/,Thought Experiments,"Philosophy of Science,Epistemology",Philosophy of Science,2.840800191
903,5f1bb351896f82cdbda61120,/entries/games-abstraction/,"Games, Full Abstraction and Full Completeness",Philosophy of Economics,Philosophy of Economics,2.842385581
1245,5f1bb5d7896f82cdbda612d2,/entries/mohism/,Mohism,"Chinese Philosophy, Ethics, Social and Political Philosophy",Chinese Philosophy,2.843158389
65,5f1bc325c9d4344a5ae10153,/entries/kant-conceptualism/,Kantian Conceptualism/Nonconceptualism,"Thinker, Metaphysics",Metaphysics,2.844748883
718,5f1bb700896f82cdbda61375,/entries/philosophy-religion/,Philosophy of Religion,Philosophy of Religion,Philosophy of Religion,2.845625513
335,5f1bb562896f82cdbda61275,/entries/logics-for-games/,Logics for Analyzing Games,"Logic,Philosophy of Economics",Logic,2.851296187
914,5f1bb4e0896f82cdbda61221,/entries/leibniz-logic-influence/,Leibniz’s Influence on 19th Century Logic,"Thinker,Logic",Logic,2.858952252
1214,5f1bb115896f82cdbda60fe1,/entries/consciousness-representational/,Representational Theories of Consciousness,Philosophy of Mind,Philosophy of Mind,2.862081646
1051,5f1bb4ca896f82cdbda61211,/entries/laws-of-nature/,Laws of Nature,Philosophy of Science,Philosophy of Science,2.862663113
1294,5f1bb46f896f82cdbda611cd,/entries/justep-coherence/,Coherentist Theories of Epistemic Justification,Epistemology,Epistemology,2.86268224
659,5f1bb950896f82cdbda614d1,/entries/tarski/,Alfred Tarski,"Thinker,Logic,Philosophy of Mathematics",Thinker,2.86425095
487,5f1bb660896f82cdbda61323,/entries/nothingness/,Nothingness,"Metaphysics,Philosophy of Physics",Metaphysics,2.864875862
459,5f1bb81f896f82cdbda61416,/entries/reid/,Thomas Reid,"Thinker,Epistemology,Metaphysics",Thinker,2.868839273
749,5f1bb816896f82cdbda61410,/entries/reduction-biology/,Reductionism in Biology,Philosophy of Biology,Philosophy of Biology,2.870013534
348,5f1bb24c896f82cdbda61085,/entries/epistemic-paradoxes/,Epistemic Paradoxes,Epistemology,Epistemology,2.870858934
147,5f1bb082896f82cdbda60f91,/entries/cellular-automata/,Cellular Automata,"Philosophy of Computer Science, Philosophy of Physics",Philosophy of Computer Science,2.872881631
677,5f1bb465896f82cdbda611c5,/entries/jayaraasi/,Jayarāśi,"Thinker,Indian Philosophy",Thinker,2.874554595
458,5f1bb8d7896f82cdbda61486,/entries/skepticism-ancient/,Ancient Skepticism,Epistemology,Epistemology,2.875930492
702,5f1bb427896f82cdbda61197,/entries/imprecise-probabilities/,Imprecise Probabilities,"Logic,Philosophy of Mathematics",Philosophy of Mathematics,2.87654614
1549,5f1bb29e896f82cdbda610b3,/entries/evidence/,Evidence,"Epistemology,Philosophy of Science",Epistemology,2.876784897
1152,5f1bb5ff896f82cdbda612ea,/entries/moral-non-naturalism/,Moral Non-Naturalism,"Ethics,Metaphysics",Ethics,2.876859994
326,5f1bb09f896f82cdbda60fa2,/entries/chinese-room/,The Chinese Room Argument,"Philosophy of Computer Science, Philosophy of Mind",Philosophy of Mind,2.87709463
1546,5f1bb087896f82cdbda60f94,/entries/chance-randomness/,Chance versus Randomness,Philosophy of Mathematics,Philosophy of Mathematics,2.877601806
318,5f1bb1f0896f82cdbda61055,/entries/divine-simplicity/,Divine Simplicity,Philosophy of Religion,Philosophy of Religion,2.879602933
400,5f1bb257896f82cdbda6108c,/entries/epistemology-language-tibetan/,Tibetan Epistemology and Philosophy of Language,"Chinese Philosophy,Philosophy of Religion,Epistemology",Chinese Philosophy,2.88074685
417,5f1bb8d5896f82cdbda61485,/entries/skeptical-theism/,Skeptical Theism,Philosophy of Religion,Philosophy of Religion,2.884094726
403,5f1bb949896f82cdbda614cc,/entries/sylvan-routley/,Richard Sylvan [Routley],"Thinker, Logic, Ethics, Metaphysics",Thinker,2.887427612
959,5f1bb1cb896f82cdbda6103f,/entries/dharmakiirti/,Dharmakīrti,"Thinker,Indian Philosophy",Thinker,2.888223285
485,5f1bb268896f82cdbda61092,/entries/epistemology/,Epistemology,Epistemology,Epistemology,2.904083874
1241,5f1bb364896f82cdbda6112b,/entries/genotype-phenotype/,The Genotype/Phenotype Distinction,Philosophy of Biology,Philosophy of Biology,2.907771957
99,5f1bb800896f82cdbda61404,/entries/realism/,Realism,"Metaphysics,Philosophy of Physics",Metaphysics,2.908493405
110,5f1bb918896f82cdbda614ad,/entries/spinoza-modal/,Spinoza’s Modal Metaphysics,"Thinker,Metaphysics",Metaphysics,2.908819966
1267,5f1bb33f896f82cdbda61116,/entries/functionalism/,Functionalism,Philosophy of Mind,Philosophy of Mind,2.908941175
241,5f1bafcd896f82cdbda60f31,/entries/atheism-agnosticism/,Atheism and Agnosticism,Philosophy of Religion,Philosophy of Religion,2.91668311
1411,5f1bb9ee896f82cdbda61532,/entries/william-david-ross/,William David Ross,"Thinker,Ethics",Thinker,2.916753627
971,5f1bb780896f82cdbda613bd,/entries/proof-theory-development/,The Development of Proof Theory,Logic,Logic,2.925790581
433,5f1bb22f896f82cdbda61074,/entries/emily-elizabeth-constance-jones/,Emily Elizabeth Constance Jones,"Thinker, Logic, Ethics",Thinker,2.93229061
973,5f1bb809896f82cdbda61409,/entries/reasons-agent/,Reasons for Action: Agent-Neutral vs. Agent-Relative,Philosophy of Mind,Philosophy of Mind,2.936406189
1139,5f1bb4fc896f82cdbda61236,/entries/literal-nonliteral-india/,The Literal-Nonliteral Distinction in Classical Indian Philosophy,"Indian Philosophy,Philosophy of Language",Indian Philosophy,2.936967134
107,5f1bb6cc896f82cdbda61357,/entries/perception-episprob/,Epistemological Problems of Perception,"Epistemology,Philosophy of Biology",Epistemology,2.939336699
1106,5f1bb07d896f82cdbda60f8e,/entries/causation-metaphysics/,The Metaphysics of Causation,Metaphysics,Metaphysics,2.939476299
60,5f1baf88896f82cdbda60f0a,/entries/aquinas-moral-political/,"Aquinas’ Moral, Political, and Legal Philosophy","Thinker,Social and Political Philosophy,Ethics",Social and Political Philosophy,2.940117174
313,5f1bb086896f82cdbda60f93,/entries/ceteris-paribus/,Ceteris Paribus Laws,Philosophy of Science,Philosophy of Science,2.941040813
645,5f1bb35c896f82cdbda61127,/entries/generics/,Generic Generalizations,Logic,Logic,2.941045336
1186,5f1bb1ca896f82cdbda6103e,/entries/dewey/,John Dewey,"Thinker, Social and Political Philosophy",Thinker,2.941681955
