,_id,page_url,title,domain_tags,primary_domain,score
103,5f1bafac896f82cdbda60f21,/entries/aristotle-metaphysics/,Aristotle’s Metaphysics,"Thinker,Metaphysics",Metaphysics,4.019618471
1344,5f1bb622896f82cdbda612fd,/entries/natorp/,Paul Natorp,"Thinker, Philosophy of Science",Thinker,4.019786045
1093,5f1bb90a896f82cdbda614a5,/entries/spacetime-supertasks/,Supertasks,"Philosophy of Mathematics,Philosophy of Physics",Philosophy of Mathematics,4.02229028
992,5f1bb09d896f82cdbda60fa0,/entries/chinese-phil-medicine/,Chinese Philosophy and Chinese Medicine,"Chinese Philosophy,Philosophy of Biology",Chinese Philosophy,4.022579661
811,5f1bb7e4896f82cdbda613f4,/entries/quine/,Willard Van Orman Quine,"Thinker, Logic,Epistemology,Philosophy of Language",Thinker,4.022760293
157,5f1bb99e896f82cdbda61501,/entries/truth/,Truth,Epistemology,Epistemology,4.022762512
1623,5f1bb356896f82cdbda61123,/entries/gasset/,José Ortega y Gasset,"Thinker,Social and Political Philosophy,Continental Philosophy",Thinker,4.022973152
1264,5f1bb143896f82cdbda60ffa,/entries/contradiction/,Contradiction,Logic,Logic,4.024137144
1270,5f1bb39b896f82cdbda6114b,/entries/hartshorne/,Charles Hartshorne,"Thinker,Philosophy of Religion, Metaphysics",Thinker,4.026959439
1653,5f1bb5c3896f82cdbda612c2,/entries/metaphysics/,Metaphysics,Metaphysics,Metaphysics,4.028088839
299,5f1baf88896f82cdbda60f0a,/entries/aquinas-moral-political/,"Aquinas’ Moral, Political, and Legal Philosophy","Thinker,Social and Political Philosophy,Ethics",Social and Political Philosophy,4.028479612
440,5f1bb79c896f82cdbda613cb,/entries/psychiatry/,Philosophy of Psychiatry,"Philosophy of Biology,Philosophy of Mind",Philosophy  of Mind,4.039716112
451,5f1baf8b896f82cdbda60f0c,/entries/arabic-islamic-causation/,Causation in Arabic and Islamic Thought,"Arabic and Islamic Philosophy,Metaphysics",Arabic and Islamic Philosophy,4.041248505
66,5f1bb864896f82cdbda6143e,/entries/russellian-monism/,Russellian Monism,"Metaphysics, Philosophy of Mind",Metaphysics,4.04530371
735,5f1bb1d0896f82cdbda61043,/entries/diderot/,Denis Diderot,"Thinker, Aesthetics and Philosophy of Art, Philosophy of Language",Thinker,4.057768961
579,5f1bb700896f82cdbda61375,/entries/philosophy-religion/,Philosophy of Religion,Philosophy of Religion,Philosophy of Religion,4.057929785
871,5f1bb036896f82cdbda60f6c,/entries/brentano/,Franz Brentano,"Thinker,Philosophy of Mind,Continental Philosophy",Thinker,4.064052266
604,5f1bb090896f82cdbda60f98,/entries/childhood/,The Philosophy of Childhood,"Philosophy of Biology, Philosophy of Mind",Philosophy of Biology,4.064149536
79,5f1bb923896f82cdbda614b4,/entries/sriharsa/,Śrīharṣa,"Thinker,Indian Philosophy",Thinker,4.078260016
1702,5f1bb1a9896f82cdbda6102d,/entries/descartes-ethics/,Descartes’ Ethics,"Thinker, Ethics",Ethics,4.078611562
1550,5f7678ce038c9c30f7846900,/entries/causation-physics/,Causation in Physics,Philosophy of Physics,Philosophy of Physics,4.083564858
1466,5f1bb7ca896f82cdbda613e6,/entries/qt-issues/,Philosophical Issues in Quantum Theory,Philosophy of Physics,Philosophy of Physics,4.114866465
671,5f1bb4c0896f82cdbda61209,/entries/latinx/,Latinx Philosophy,Latin American and Iberian Philosophy,Latin American and Iberian Philosophy,4.117185819
533,5f1bb38f896f82cdbda61145,/entries/halevi/,Judah Halevi,"Thinker,Jewish Philosophy",Thinker,4.119379405
321,5f1bb449896f82cdbda611b1,/entries/international-justice/,International Distributive Justice,Social and Political Philosophy,Social and Political Philosophy,4.12739996
1258,5f1bb326896f82cdbda61106,/entries/francis-marchia/,Francis of Marchia,Thinker,Thinker,4.13195984
1641,5f1bb485896f82cdbda611dd,/entries/kant-aesthetics/,Kant’s Aesthetics and Teleology,"Thinker,Aesthetics and Philosophy of Art",Aesthetics and Philosophy of Art,4.13200566
693,5f1bb586896f82cdbda61293,/entries/marriage/,Marriage and Domestic Partnership,Social and Political Philosophy,Social and Political Philosophy,4.137128852
638,5f1bb802896f82cdbda61405,/entries/reasoning-analogy/,Analogy and Analogical Reasoning,"Logic,Philosophy of Language",Logic,4.138740974
31,5f1bb767896f82cdbda613b1,/entries/privacy-medicine/,Privacy and Medicine,"Social and Political Philosophy,Philosophy of Biology,Ethics",Social and Political Philosophy,4.138873199
924,5f1bba04896f82cdbda61540,/entries/word-meaning/,Word Meaning,Philosophy of Language,Philosophy of Language,4.142305479
914,5f1bb5d6896f82cdbda612d1,/entries/modularity-mind/,Modularity of Mind,"Philosophy of Mind, Philosophy of Biology",Philosophy of Mind,4.144442636
1603,5f1bb1a8896f82cdbda6102c,/entries/descartes-epistemology/,Descartes’ Epistemology,"Thinker, Epistemology",Epistemology,4.155620933
1429,5f1bb3b0896f82cdbda61158,/entries/henry-more/,Henry More,Thinker,Thinker,4.157774489
696,5f1bb7fa896f82cdbda61401,/entries/realism-intl-relations/,Political Realism in International Relations,Social and Political Philosophy,Social and Political Philosophy,4.158088493
1203,5f1bb3d8896f82cdbda6116b,/entries/hope/,Hope,Philosophy of Mind,Philosophy of Mind,4.160404639
1027,5f1bb06d896f82cdbda60f86,/entries/category-theory/,Category Theory,Philosophy of Mathematics,Philosophy of Mathematics,4.164601744
1349,5f1bb48c896f82cdbda611e3,/entries/kant-mathematics/,Kant’s Philosophy of Mathematics,"Thinker,Philosophy of Mathematics",Philosophy of Mathematics,4.165138198
490,5f1bb568896f82cdbda61279,/entries/lucretius/,Lucretius,"Thinker,Metaphyics",Thinker,4.167135791
1126,5f1bb979896f82cdbda614eb,/entries/time/,Time,Philosophy of Physics,Philosophy of Physics,4.187624845
1053,5f1bb490896f82cdbda611e6,/entries/kant-moral/,Kant’s Moral Philosophy,"Thinker,Ethics",Ethics,4.202200682
979,5f1bb30d896f82cdbda610f6,/entries/fine-tuning/,Fine-Tuning,Philosophy of Physics,Philosophy of Physics,4.204036003
14,5f1bb07c896f82cdbda60f8d,/entries/causation-medieval/,Medieval Theories of Causation,Metaphysics,Metaphysics,4.204153475
1459,5f1bb0c0896f82cdbda60fb5,/entries/cognitive-science/,Cognitive Science,"Philosophy of Mind,Philosophy of Biology",Philosophy of Mind,4.205549023
649,5f1bb847896f82cdbda6142c,/entries/ricoeur/,Paul Ricoeur,"Thinker,Continental Philosophy",Thinker,4.205628049
1273,5f1bb81c896f82cdbda61414,/entries/reid-ethics/,Reid’s Ethics,"Thinker,Ethics",Ethics,4.21456705
1175,5f1bb58b896f82cdbda61297,/entries/mary-shepherd/,Mary Shepherd,"Thinker, Epistemology, Metaphysics",Thinker,4.215059093
74,5f1bb3ce896f82cdbda61165,/entries/hobbes/,Thomas Hobbes,"Thinker,Social and Political Philosophy",Thinker,4.22262164
1129,5f1bb238896f82cdbda61079,/entries/empedocles/,Empedocles,"Thinker,Metaphysics",Thinker,4.229097464
972,5f1bb1db896f82cdbda6104b,/entries/disability-health/,"Disability: Health, Well-Being, and Personal Relationships","Social and Political Philosophy,Ethics",Social and Political Philosophy,4.229444646
911,5f1bb44d896f82cdbda611b3,/entries/introspection/,Introspection,Philosophy of Mind,Philosophy of Mind,4.229720498
555,5f1baf30896f82cdbda60ed5,/entries/aesthetics-19th-romantic/,19th Century Romantic Aesthetics,Aesthetics and Philosophy of Art,Aesthetics and Philosophy of Art,4.231806866
1287,5f1baf77896f82cdbda60eff,/entries/ancient-political/,Ancient Political Philosophy,Social and Political Philosophy,Social and Political Philosophy,4.238709
1049,5f1bb951896f82cdbda614d2,/entries/taurellus/,Nicolaus Taurellus,"Thinker,Metaphysics",Thinker,4.239658245
1346,5f1bb76a896f82cdbda613b2,/entries/privacy/,Privacy,Social and Political Philosophy,Social and Political Philosophy,4.243158709
207,5f1bb178896f82cdbda61014,/entries/daoism/,Daoism,Chinese Philosophy,Chinese Philosophy,4.248650496
367,5f1baffb896f82cdbda60f4b,/entries/belief/,Belief,"Philosophy of Mind,Logic",Philosophy of Mind,4.248925802
732,5f1bb581896f82cdbda6128f,/entries/margaret-cavendish/,Margaret Lucas Cavendish,"Thinker,Metaphysics,Social and Political Philosophy",Thinker,4.25066498
577,5f1bb2ad896f82cdbda610bb,/entries/existentialism/,Existentialism,Continental Philosophy,Continental Philosophy,4.250777355
850,5f1bb68c896f82cdbda61337,/entries/origen/,Origen,"Thinker,Philosophy of Religion",Thinker,4.252566162
1618,5f1bb06b896f82cdbda60f85,/entries/category-mistakes/,Category Mistakes,Epistemology,Epistemology,4.254427579
421,5f1bb434896f82cdbda611a1,/entries/information-semantic/,Semantic Conceptions of Information,Philosophy of Language,Philosophy of Language,4.257333482
1473,5f1bb087896f82cdbda60f94,/entries/chance-randomness/,Chance versus Randomness,Philosophy of Mathematics,Philosophy of Mathematics,4.25815636
1388,5f1bb091896f82cdbda60f99,/entries/children/,Philosophy for Children,Social and Political Philosophy,Social and Political Philosophy,4.259436025
1091,5f1bb1c5896f82cdbda6103b,/entries/dewey-aesthetics/,Dewey’s Aesthetics,Thinker,Aesthetics and Philosophy of Art,4.261804937
634,5f1bb112896f82cdbda60fdf,/entries/consciousness-intentionality/,Consciousness and Intentionality,"Philosophy of Mind,Continental Philosophy",Philosophy of Mind,4.264400451
1632,5f1bb45b896f82cdbda611bd,/entries/james-ward/,James Ward,"Thinker, Metaphysics",Thinker,4.265802929
1074,5f1bb649896f82cdbda61315,/entries/newton-principia/,Newton’s Philosophiae Naturalis Principia Mathematica,"Thinker,Philosophy of Physics",Philosophy of Physics,4.266070332
852,5f1bb964896f82cdbda614de,/entries/theoretical-terms-science/,Theoretical Terms in Science,Philosophy of Science,Philosophy of Science,4.266340134
1102,5f1bb0d8896f82cdbda60fc1,/entries/comparphil-chiwes/,Comparative Philosophy: Chinese and Western,Chinese Philosophy,Chinese Philosophy,4.267969142
1685,5f1bb072896f82cdbda60f89,/entries/causation-backwards/,Backward Causation,"Metaphysics, Philosophy of Physics",Philosophy of Physics,4.268207385
1225,5f1bb699896f82cdbda6133e,/entries/panentheism/,Panentheism,Philosophy of Religion,Philosophy of Religion,4.268227291
567,5f1bb94e896f82cdbda614cf,/entries/systems-synthetic-biology/,Philosophy of Systems and Synthetic Biology,"Philosophy of Science,Philosophy of Biology",Philosophy of Biology,4.268745981
0,5f1bb5df896f82cdbda612d7,/entries/money-finance/,Philosophy of Money and Finance,"Philosophy of Economics,Social and Political Philosophy",Philosophy of Economics,4.268757474
1028,5f1bb823896f82cdbda61419,/entries/relations-medieval/,Medieval Theories of Relations,Metaphysics,Metaphysics,4.26917089
1116,5f1bb3aa896f82cdbda61154,/entries/heinrich-rickert/,Heinrich Rickert,"Thinker, Philosophy of Science, Epistemology",Thinker,4.269183108
978,5f1bba19896f82cdbda6154e,/entries/zombies/,Zombies,Philosophy of Mind,Philosophy of Mind,4.269374586
403,5f1bb93a896f82cdbda614c2,/entries/structure-scientific-theories/,The Structure of Scientific Theories,Philosophy of Science,Philosophy of Science,4.270637841
465,5f1bb5ac896f82cdbda612b1,/entries/meinong/,Alexius Meinong,"Thinker,Metaphysics,Epistomology,Philosophy of Language",Thinker,4.271053046
585,5f1bb199896f82cdbda61023,/entries/della-porta/,Giambattista della Porta,Thinker,Thinker,4.271815946
58,5f1bb1f5896f82cdbda61058,/entries/double-consciousness/,Double Consciousness,"Philosophy of Mind,African and African-American Philosophy",African and African-American Philosophy,4.274245417
33,5f1bb11b896f82cdbda60fe4,/entries/consciousness/,Consciousness,"Philosophy of Mind,Philosophy of Biology",Philosophy of Mind,4.275013321
1386,5f1bb504896f82cdbda6123c,/entries/locke-philosophy-science/,Locke’s Philosophy of Science,"Thinker,Philosophy of Science",Philosophy of Science,4.277695913
1197,5f1bb349896f82cdbda6111c,/entries/galileo/,Galileo Galilei,"Thinker,Philosophy of Physics",Thinker,4.277880267
1051,5f1bb87a896f82cdbda6144c,/entries/schlick/,Moritz Schlick,"Thinker, Logic, Philosophy of Science",Thinker,4.281362954
171,5f1bb69b896f82cdbda6133f,/entries/panpsychism/,Panpsychism,Philosophy of Mind,Philosophy of Mind,4.286808258
463,5f1bb887896f82cdbda61455,/entries/science-mechanisms/,Mechanisms in Science,Philosophy of Science,Philosophy of Science,4.290710193
1557,5f1bb851896f82cdbda61432,/entries/risk/,Risk,"Ethics,Epistemology, Philosophy of Science, Philosophy of Economics",Ethics,4.293987938
695,5f1bb14f896f82cdbda61001,/entries/cosmology-30s/,Cosmology: Methodological Debates in the 1930s and 1940s,Philosophy of Physics,Philosophy of Physics,4.29581727
1171,5f1bb647896f82cdbda61313,/entries/neutral-monism/,Neutral Monism,Metaphysics,Metaphysics,4.296444954
820,5f1bb9fc896f82cdbda6153b,/entries/wittgenstein-mathematics/,Wittgenstein’s Philosophy of Mathematics,"Thinker,Philosophy of Mathematics",Thinker,4.328655867
891,5f1baf49896f82cdbda60ee4,/entries/al-farabi/,al-Farabi,"Thinker,Arabic and Islamic Philosophy,Logic,Philosophy of Language",Thinker,4.333245069
1331,5f1bb665896f82cdbda61326,/entries/numenius/,Numenius,"Thinker, Metaphysics",Thinker,4.334293893
4,5f1bb931896f82cdbda614bd,/entries/stoicism/,Stoicism,"Ethics,Social and Political Philosophy",Ethics,4.336697112
308,5f1bc325c9d4344a5ae10153,/entries/kant-conceptualism/,Kantian Conceptualism/Nonconceptualism,"Thinker, Metaphysics",Metaphysics,4.337061376
1309,5f7678c0038c9c30f78468e9,/entries/albalag/,Isaac Albalag,"Thinker,Jewish Philosophy",Thinker,4.348705028
1115,5f1bb86e896f82cdbda61444,/entries/sartre/,Jean-Paul Sartre,"Thinker,Continental Philosophy,Social and Political Philosophy,Aesthetics and Philosophy of Art",Thinker,4.351025114
854,5f1bb7bb896f82cdbda613dd,/entries/qm-manyworlds/,Many-Worlds Interpretation of Quantum Mechanics,Philosophy of Physics,Philosophy of Physics,4.36286364
184,5f1bb64c896f82cdbda61317,/entries/newton/,Isaac Newton,"Thinker,Philosophy of Physics,Philosophy of Mathematics",Thinker,4.363204512
1649,5f1bb314896f82cdbda610fb,/entries/fleck/,Ludwik Fleck,"Thinker,Philosophy of Science,Philosophy of Mind",Thinker,4.365040586
445,5f1bb92a896f82cdbda614b8,/entries/statphys-statmech/,Philosophy of Statistical Mechanics,Philosophy of Physics,Philosophy of Physics,4.369886928
932,5f1bb181896f82cdbda61018,/entries/davidson/,Donald Davidson,"Thinker, Philosophy of Language, Epistomology",Thinker,4.369960465
903,5f1bb6a4896f82cdbda61345,/entries/paradox-zeno/,Zeno’s Paradoxes,"Thinker, Logic,Metaphysics",Thinker,4.371524508
1493,5f1bb9a8896f82cdbda61507,/entries/turing/,Alan Turing,"Thinker,Philosophy of Computer Science,Philosophy of Mathematics",Thinker,4.381061571
1322,5f1bb158896f82cdbda61005,/entries/counterfactuals/,Counterfactuals,"Logic,Metaphysics",Logic,4.386726002
600,5f1bb899896f82cdbda6145f,/entries/scientific-representation/,Scientific Representation,Philosophy of Science,Philosophy of Science,4.387628661
1583,5f1bb7a5896f82cdbda613d0,/entries/pufendorf-moral/,Pufendorf’s Moral and Political Philosophy,"Thinker,Ethics",Social and Political Philosophy,4.389854317
765,5f1bb319896f82cdbda610ff,/entries/form-matter/,Form vs. Matter,Metaphysics,Metaphysics,4.390258674
476,5f1bb641896f82cdbda6130f,/entries/neoplatonism/,Neoplatonism,Metaphysics,Metaphysics,4.392488699
1480,5f1bb592896f82cdbda6129c,/entries/mathematics-explanation/,Explanation in Mathematics,Philosophy of Mathematics,Philosophy of Mathematics,4.39482089
968,5f1bb6ab896f82cdbda61348,/entries/parmenides/,Parmenides,"Thinker,Metaphysics",Thinker,4.39950687
99,5f1bb862896f82cdbda6143d,/entries/russell/,Bertrand Russell,"Thinker,Logic,Philosophy of Mathematics,Metaphysics",Thinker,4.401646714
198,5f1bb8b8896f82cdbda61471,/entries/seneca/,Seneca,"Thinker, Ethics, Social and Political Philosophy",Thinker,4.40272802
1490,5f1bb777896f82cdbda613b9,/entries/proclus/,Proclus,"Thinker, Metaphysics",Thinker,4.405552855
1605,5f1bb48b896f82cdbda611e2,/entries/kant-leibniz/,Leibniz’s Influence on Kant,Thinker,Thinker,4.406088958
294,5f1bb5c9896f82cdbda612c7,/entries/mind-identity/,The Mind/Brain Identity Theory,"Philosophy of Mind,Philosophy of Biology",Philosophy of Mind,4.40651776
327,5f1bb5a8896f82cdbda612ad,/entries/medieval-philosophy/,Medieval Philosophy,Metaphysics,Metaphysics,4.424303639
651,5f1bb105896f82cdbda60fd9,/entries/connectives-logic/,Sentence Connectives in Formal Logic,"Logic,Philosophy of Language",Logic,4.428462389
1219,5f1bc354c9d4344a5ae10179,/entries/science-big-data/,Scientific Research and Big Data,"Philosophy of Science,Philosophy of Computer Science",Philosophy of Science,4.430623253
1445,5f1bb7af896f82cdbda613d6,/entries/qm-action-distance/,Action at a Distance in Quantum Mechanics,Philosophy of Physics,Philosophy of Physics,4.436779249
38,5f1bb174896f82cdbda61011,/entries/dance/,The Philosophy of Dance,Aesthetics and Philosophy of Art,Aesthetics and Philosophy of Art,4.438626876
1006,5f1bb2f5896f82cdbda610e8,/entries/feminist-religion/,Feminist Philosophy of Religion,"Feminist Philosophy,Philosophy of Religion",Feminist Philosophy,4.440488355
1318,5f1bb85b896f82cdbda61438,/entries/rousseau/,Jean Jacques Rousseau,"Thinker,Social and Political Philosophy",Thinker,4.446335215
379,5f1bb14e896f82cdbda61000,/entries/cosmological-argument/,Cosmological Argument,Philosophy of Religion,Philosophy of Religion,4.446647434
1529,5f1bb303896f82cdbda610f0,/entries/fictionalism-mathematics/,Fictionalism in the Philosophy of Mathematics,Philosophy of Mathematics,Philosophy of Mathematics,4.446987815
984,5f1bb62c896f82cdbda61302,/entries/natural-properties/,Natural Properties,Metaphysics,Metaphysics,4.449101114
450,5f1bb1d3896f82cdbda61045,/entries/digital-art/,The Philosophy of Digital Art,Aesthetics and Philosophy of Art,Aesthetics and Philosophy of Art,4.453270112
1560,5f1bb5b5896f82cdbda612b8,/entries/mental-disorder/,Mental Disorder (Illness),"Philosophy of Mind,Philosophy of Biology",Philosophy of Mind,4.458528904
1638,5f1bc35bc9d4344a5ae1017e,/entries/simplicius/,Simplicius,Thinker,Thinker,4.459265439
741,5f1bb660896f82cdbda61323,/entries/nothingness/,Nothingness,Metaphysics,Metaphysics,4.4623691
971,5f1bb787896f82cdbda613c0,/entries/properties-emergent/,Emergent Properties,"Metaphysics, Philosophy of Science",Metaphysics,4.462935702
982,5f1bb559896f82cdbda6126f,/entries/logical-construction/,Logical Constructions,Logic,Logic,4.464674931
1125,5f1bb348896f82cdbda6111b,/entries/galen/,Galen,"Thinker, Logic, Epistemology, Philosophy of Biology",Thinker,4.465900968
771,5f1bb36a896f82cdbda6112e,/entries/geometry-finitism/,Finitism in Geometry,Philosophy of Mathematics,Philosophy of Mathematics,4.469632887
705,5f1bb921896f82cdbda614b2,/entries/sport/,Philosophy of Sport,Social and Political Philosophy,Social and Political Philosophy,4.472067435
497,5f1bb448896f82cdbda611b0,/entries/intentionality/,Intentionality,"Philosophy of Mind,Continental Philosophy",Philosophy of Mind,4.472765574
1553,5f1bb495896f82cdbda611ea,/entries/kant-social-political/,Kant’s Social and Political Philosophy,"Thinker,Social and Political Philosophy",Social and Political Philosophy,4.476572269
416,5f1bb1b5896f82cdbda61033,/entries/descartes-works/,Descartes’ Life and Works,Thinker,Thinker,4.477097958
1437,5f1bb202896f82cdbda6105e,/entries/dubois/,W.E.B. Du Bois,"Thinker,Social and Political Philosophy,African and African-American Philosophy",Thinker,4.480762006
1591,5f1bb597896f82cdbda612a1,/entries/mctaggart/,John M. E. McTaggart,"Thinker,Logic,Metaphysics",Thinker,4.488306648
1282,5f1bb5d2896f82cdbda612ce,/entries/models-science/,Models in Science,Philosophy of Science,Philosophy of Science,4.494290632
654,5f1bb708896f82cdbda61379,/entries/physics-interrelate/,Intertheory Relations in Physics,Philosophy of Physics,Philosophy of Physics,4.496309203
131,5f1bb960896f82cdbda614db,/entries/theater/,Philosophy of Theater,Aesthetics and Philosophy of Art,Aesthetics and Philosophy of Art,4.497067697
1405,5f1bb9ea896f82cdbda6152f,/entries/wilhelm-wundt/,Wilhelm Maximilian Wundt,"Thinker,Philosophy of Mind",Thinker,4.500080779
334,5f1bb3f0896f82cdbda61178,/entries/ibn-arabi/,Ibn ‘Arabî,"Thinker,Arabic and Islamic Philosophy",Thinker,4.507273725
133,5f1bb5bd896f82cdbda612bd,/entries/merleau-ponty/,Maurice Merleau-Ponty,"Thinker,Continental Philosophy,Philosophy of Mind",Thinker,4.509537374
721,5f1bb66c896f82cdbda6132b,/entries/ockham/,William of Ockham,"Thinker,Logic",Thinker,4.511914943
1384,5f1bb010896f82cdbda60f56,/entries/biology-experiment/,Experiment in Biology,Philosophy of Biology,Philosophy of Biology,4.512029962
1071,5f1bb72c896f82cdbda6138e,/entries/platonism/,Platonism in Metaphysics,Metaphysics,Metaphysics,4.515098423
151,5f1bb9e0896f82cdbda6152a,/entries/wesley-salmon/,Wesley Salmon,"Thinker, Philosophy of Science, Epistemology",Thinker,4.516582796
1340,5f1bb90b896f82cdbda614a6,/entries/spacetime-theories/,Absolute and Relational Theories of Space and Motion,Philosophy of Physics,Philosophy of Physics,4.517042012
480,5f1baf95896f82cdbda60f12,/entries/arabic-islamic-mind/,Arabic and Islamic Psychology and Philosophy of Mind,"Arabic and Islamic Philosophy,Philosophy of Mind",Arabic and Islamic Philosophy,4.517960358
861,5f1bb4c6896f82cdbda6120e,/entries/lawphil-naturalism/,Naturalism in Legal Philosophy,Philosophy of Law,Philosophy of Law,4.518212808
1412,5f1bb038896f82cdbda60f6d,/entries/broad/,Charlie Dunbar Broad,"Thinker, Philosophy of Science",Thinker,4.518871174
277,5f1bafce896f82cdbda60f32,/entries/atomism-ancient/,Ancient Atomism,Metaphysics,Metaphysics,4.519028525
290,5f1bb7ae896f82cdbda613d5,/entries/qing-philosophy/,Qing Philosophy,Chinese Philosophy,Chinese Philosophy,4.522640517
731,5f1bb2af896f82cdbda610bc,/entries/experimental-moral/,Experimental Moral Philosophy,"Ethics,Epistemology",Ethics,4.530920111
350,5f1bb3f2896f82cdbda61179,/entries/ibn-bajja/,Ibn Bâjja [Avempace],"Thinker,Arabic and Islamic Philosophy",Thinker,4.531069908
909,5f1bb975896f82cdbda614e9,/entries/time-travel-phys/,Time Travel and Modern Physics,Philosophy of Physics,Philosophy of Physics,4.531278565
1394,5f1bb2ce896f82cdbda610cf,/entries/feminism-disability/,Feminist Perspectives on Disability,"Feminist Philosophy,Social and Political Philosophy",Feminist Philosophy,4.531584809
1498,5f1bb1ca896f82cdbda6103e,/entries/dewey/,John Dewey,"Thinker, Social and Political Philosophy",Thinker,4.532748869
1109,5f1bb418896f82cdbda61190,/entries/immunology/,Philosophy of Immunology,Philosophy of Biology,Philosophy of Biology,4.536921118
1352,5f1bb7d5896f82cdbda613ed,/entries/qualia/,Qualia,Philosophy of Mind,Philosophy of Mind,4.537471943
1407,5f1bb460896f82cdbda611c1,/entries/japanese-philosophy/,Japanese Philosophy,Japanese Philosophy,Japanese Philosophy,4.538900152
576,5f1bb64d896f82cdbda61318,/entries/nicolai-hartmann/,Nicolai Hartmann,"Thinker, Metaphysics",Thinker,4.539783303
